COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.00867	0.00144	-0.000101	0.000301	0.000046	0.000211	-0.000021	0.001149	0.004407	0.00052	0.000002	0.000419	-0.000005	0.00046	0.002817	0.000809	0.003141	0.002464	0.000737	0.000346	0.000714	0.000386	0.000138	0.000052	0.000022	0	0	0.000063	0.000089	0.000139	0.000041	0.000351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395	0
CHE	0.000733	0.005105	0.000044	0.0001	-0.000019	0.000362	-0.000035	0.000102	0.00086	0.000503	0.000047	0.000019	0.000001	-0.000441	0.000084	0.000103	0.000336	0.000172	0.000243	0.000043	0.000077	0.000032	0.000016	0.000003	0.000003	0	0	0.00001	0.000031	0.00002	0.000003	0.000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107	0
BLX	0.001596	0.00168	0.012434	0.000503	0.000255	0.003407	0.00138	0.000449	0.001009	0.003655	0.000696	0.000287	0.000189	0.00018	0.00119	0.000974	0.001205	0.001308	0.000817	0.000214	0.000305	0.000229	0.000056	0.000031	0.000012	0	0	0.000054	0.000075	0.000159	0.000029	0.000391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000804	0
ESP	0.004366	0.00798	0.00395	0.090526	0.000217	0.016126	0.002546	0.006657	0.014024	0.004622	0.0007	0.00303	0.000191	0.003486	0.004146	0.001929	0.007233	0.003192	0.003172	0.003335	0.040083	0.003713	0.001774	0.00202	0.000447	0.000003	0	0.000531	0.000962	0.000636	0.000245	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002257	0
FIN	-0.000016	-0.00007	-0.000003	-0.000002	0.003383	-0.00003	-0.000017	0.000261	-0.000074	-0.000321	0.000212	0.000058	0.000085	0.00009	0.000056	0.000343	0.000088	-0.000144	0.000131	0.00005	-0.000009	0.000076	0.000017	0.000002	0.000002	0	0	0.000054	0.000055	0.00027	0.000037	0.000254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000007	0
FRA	0.004151	0.012452	0.008818	0.00515	0.000292	0.025147	0.002591	0.002141	0.007442	0.007298	0.000937	0.000894	0.000256	0.001089	0.002826	0.002099	0.003065	0.003625	0.001523	0.000753	0.004639	0.000794	0.000338	0.000224	0.000062	0	0	0.000162	0.000237	0.000368	0.000086	0.000875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001711	0
GBR	0.00457	0.005386	0.01578	0.003196	0.002409	0.01063	0.044311	0.0019	0.00376	0.009249	0.008588	0.001015	0.003273	0.001628	0.00368	0.004965	0.003233	0.004891	0.002544	0.000733	0.002688	0.000865	0.000305	0.000176	0.000049	0	0	0.000254	0.000245	0.000886	0.000162	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001513	0
GRC	0.000278	-0.000019	-0.00006	0.000163	0.000033	0.000022	-0.000005	0.042565	0.001025	-0.000018	0.00002	0.0076	-0.000001	0.009266	0.00072	0.000133	0.006586	0.000227	0.002582	0.011514	0.0008	0.008881	0.002043	0.001222	0.00038	0.000003	0	0.000148	0.000376	0.000305	0.000069	0.000769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547	0
ITA	0.010308	0.010849	0.000455	0.001782	0.000096	0.003011	0.000115	0.007385	0.06698	0.001667	0.000046	0.002444	0.000027	0.004439	0.006165	0.00134	0.011283	0.003047	0.003051	0.002335	0.008231	0.002655	0.000905	0.000988	0.000236	0.000001	0	0.000212	0.000388	0.000279	0.000128	0.001223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001211	0
RFA	0.011107	0.014083	0.00957	0.000888	0.001127	0.005379	0.001532	0.002813	0.00625	0.025791	0.003585	0.00147	0.000638	0.002741	0.006565	0.006182	0.00543	0.011463	0.003304	0.001024	0.00112	0.001176	0.000368	0.000143	0.000059	0	0	0.000242	0.000276	0.000691	0.000139	0.002231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0
