COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.02269	0.005266	0	0.001978	0	0.001233	0	0.006605	0.03461	0.004164	0	0.00435	0	0.003484	0.006549	0	0.007952	0.006588	0.002267	0.003284	0.008077	0.00804	0.001995	0	0.00002693	0.00002993	0.000002376	0.0008004	0.00151	0.001416	0.0001048	0.001418	0.0004834	0.0008595	9.599E-07	2.674E-07	0	0.000629	0.0002751	0.0005511	0.0003441	0.00009774	0	0.000006901	0	0	0.00007923	0.00001972	0.0003697	0.0002624	0.000001079	0.0001435	0.00002285	3.969E-08	2.624E-07	0.000003242	0	0	0.001778	0
CHE	0.002354	0.02049	0	0.001153	0	0.003791	0	0.001784	0.01345	0.01183	0	0.001164	0	0.0009561	0.0009648	0	0.001227	0.001248	0.0005577	0.0009939	0.002791	0.001514	0.0008133	0	0.0000113	0.00001283	-2.463E-07	0.0003446	0.000655	0.0006594	0.0000456	0.0004473	0.0002251	0.0003903	1.548E-07	0.000000124	0	0.0002869	0.0001236	0.0002451	0.0001476	0.00004165	0	0.000002803	0	0	0.00003234	0.000008367	0.0001681	0.0001157	5.453E-07	0.00006402	0.00001027	2.965E-08	0.000000168	0.000001803	0	0	0.0006434	0
BLX	0.01635	0.01481	0	0.009191	0	0.01963	0	0.01207	0.02288	0.02811	0	0.008637	0	0.007411	0.01152	0	0.01172	0.01171	0.006229	0.00596	0.01266	0.01312	0.004168	0	0.00005438	0.00005779	0.000004379	0.002173	0.003686	0.005049	0.0002436	0.004635	0.001204	0.002173	0.000002054	5.406E-07	0	0.00156	0.0005895	0.001263	0.0006808	0.0001892	0	0.00001516	0	0	0.0001666	0.00004338	0.001049	0.0006908	0.000002663	0.0003427	0.00005569	7.608E-08	4.356E-07	0.000005982	0	0	0.002677	0
ESP	0.004165	0.008666	0	0.1103	0	0.01496	0	0.007128	0.02155	0.006447	0	0.005321	0	0.003354	0.00305	0	0.003884	0.003134	0.002772	0.005312	0.05369	0.007649	0.00421	0	0.00008733	0.00008062	0.0000072	0.001652	0.003436	0.002549	0.0001921	0.001822	0.0009693	0.002142	0.000002974	8.182E-07	0	0.001398	0.0006089	0.001777	0.0009507	0.0003818	0	0.00002553	0	0	0.000292	0.00008094	0.0007964	0.0005888	0.00000497	0.000578	0.00008631	1.399E-07	7.634E-07	0.00001067	0	0	0.003582	0
FIN	0.0004475	0.0004431	0	0.0003078	0	0.000297	0	0.001236	0.0006348	0.0003573	0	0.001342	0	0.0007653	0.0005056	0	0.0005484	0.0006168	0.0006645	0.0008742	0.0005901	0.00181	0.0007256	0	0.000008128	0.000006084	0.000000295	0.0004601	0.0008339	0.00128	0.00005739	0.0006579	0.0002528	0.0004538	3.918E-07	0.00000011	0	0.0003449	0.0001194	0.0003147	0.0001233	0.00002785	0	0.000003519	0	0	0.00004455	0.00000814	0.0002299	0.0001326	1.723E-07	0.00006041	0.00001102	1.385E-08	6.095E-08	8.225E-07	0	0	0.0003455	0
FRA	0.03074	0.07918	0	0.07733	0	0.1431	0	0.03381	0.1564	0.09029	0	0.02389	0	0.01776	0.02095	0	0.0256	0.02211	0.01428	0.01904	0.08607	0.03388	0.0144	0	0.0002147	0.0002148	0.00001813	0.006718	0.01259	0.01303	0.0008317	0.01188	0.004114	0.007779	0.00000748	0.000001906	0	0.005422	0.0022	0.005099	0.002716	0.0008025	0	0.00006185	0	0	0.0006954	0.0001793	0.003398	0.002385	0.0000107	0.001341	0.000217	3.003E-07	0.000001493	0.00002163	0	0	0.01929	0
GBR	0.02541	0.03415	0	0.02859	0	0.04204	0	0.02681	0.04612	0.04913	0	0.021	0	0.01582	0.02075	0	0.01953	0.02126	0.0138	0.01366	0.03457	0.02952	0.009336	0	0.0001343	0.0001403	0.00001197	0.005566	0.009298	0.01167	0.0006332	0.01201	0.003188	0.005712	0.000004928	0.000001277	0	0.003944	0.001492	0.003329	0.00166	0.0004916	0	0.00004226	0	0	0.0004656	0.0001176	0.003065	0.001905	0.000006583	0.0008957	0.0001495	2.102E-07	8.832E-07	0.00001312	0	0	0.006703	0
GRC	0.000288	0.0006977	0	0.0003614	0	0.0002471	0	0.03825	0.0008711	0.0002878	0	0.01386	0	0.002267	0.0001769	0	0.0007459	0.0001473	0.0007232	0.01148	0.01089	0.04879	0.002356	0	0.00002312	0.000006125	2.001E-07	0.000464	0.0009476	0.0006613	0.00004569	0.0006529	0.0002075	0.0006868	8.758E-08	2.095E-07	0	0.0004149	0.0001721	0.0005436	0.0003015	0.0001411	0	0.000008555	0	0	0.0001058	0.00002593	0.0001682	0.0001128	7.331E-07	0.0001401	0.00002404	1.933E-08	1.977E-07	0.000003043	0	0	0.0007777	0
ITA	0.03267	0.08848	0	0.01351	0	0.01467	0	0.03948	0.436	0.01447	0	0.02115	0	0.01492	0.01249	0	0.03362	0.0135	0.009827	0.01853	0.1012	0.04779	0.01176	0	0.000189	0.0001774	0.00001593	0.004832	0.009413	0.006291	0.0006051	0.006579	0.00267	0.005957	0.000005891	0.000001517	0	0.003985	0.00176	0.004428	0.002364	0.0007802	0	0.00005783	0	0	0.0006799	0.000166	0.002144	0.001558	0.000008316	0.001071	0.0001757	2.525E-07	0.000001162	0.00001705	0	0	0.02027	0
RFA	0.05325	0.07883	0	0.01579	0	0.04128	0	0.03733	0.08178	0.1225	0	0.02711	0	0.02269	0.03487	0	0.03142	0.03679	0.0184	0.02027	0.03473	0.04278	0.01293	0	0.0001496	0.0001576	0.00001268	0.00617	0.01076	0.01272	0.0007281	0.01304	0.003437	0.006009	0.000005739	0.000001486	0	0.004446	0.001759	0.003463	0.00206	0.0005431	0	0.00004206	0	0	0.0004648	0.0001189	0.002895	0.001971	0.000007606	0.0009476	0.0001498	2.322E-07	0.000001185	0.00001662	0	0	0.00754	0
SWE	0.004184	0.005627	0	0.002062	0	0.002156	0	0.007715	0.006777	0.004385	0	0.006934	0	0.003649	0.004104	0	0.004086	0.004537	0.00303	0.005112	0.005697	0.01002	0.003054	0	0.00003518	0.00003463	0.000004067	0.001635	0.00289	0.00373	0.0001991	0.002525	0.0009816	0.001726	0.00000111	0.000000387	0	0.001272	0.0004631	0.001161	0.0004694	0.0001202	0	0.00001384	0	0	0.000169	0.00003387	0.000834	0.0005163	0.0000015	0.0002437	0.00004429	6.94E-08	3.141E-07	0.000004166	0	0	0.001498	0
TUR	0.001022	0.001462	0	0.00227	0	0.00133	0	0.04321	0.001378	0.001433	0	0.1162	0	0.00762	0.0007963	0	0.002502	0.0006927	0.004421	0.2231	0.004954	0.1765	0.05499	0	0.000273	0.0002146	0.0000246	0.003138	0.007913	0.009375	0.0003961	0.003468	0.001998	0.00501	0.000006936	0.000001789	0	0.00319	0.001338	0.004017	0.002726	0.0009819	0	0.00005477	0	0	0.0006745	0.0001585	0.001457	0.001077	0.00001084	0.0009098	0.0001479	3.195E-07	0.000001406	0.00001974	0	0	0.006773	0
NOR	0.006555	0.01183	0	0.007954	0	0.006488	0	0.01537	0.01643	0.007681	0	0.01475	0	0.006046	0.004616	0	0.006551	0.005449	0.004549	0.01127	0.01571	0.02032	0.008175	0	0.0001183	0.000107	0.00000878	0.004204	0.00804	0.009318	0.0006528	0.005217	0.003449	0.007579	0.000003531	9.314E-07	0	0.004906	0.001619	0.00628	0.001439	0.0004366	0	0.00006778	0	0	0.0009045	0.0001517	0.00279	0.001661	0.000004748	0.0009425	0.0001991	1.499E-07	7.723E-07	0.00001154	0	0	0.004372	0
BGR	0.0004809	0.0005857	0	0.0003515	0	0.0002438	0	0.02609	0.0006797	0.0003014	0	0.01167	0	0.01393	0.0005955	0	0.001814	0.0005936	0.00311	0.005784	0.002465	0.01931	0.001579	0	0.00001714	0.00001291	1.795E-07	0.0004704	0.0008913	0.0009552	0.00005056	0.001444	0.0002444	0.0005228	2.396E-07	1.337E-07	0	0.0003719	0.0001588	0.0003616	0.000223	0.00006978	0	0.000004943	0	0	0.00005922	0.00001366	0.0001822	0.0001226	6.491E-07	0.00009623	0.00001478	2.37E-08	2.357E-07	0.000002913	0	0	0.0005837	0
HUN	0.0066	0.001661	0	0.001481	0	0.0005848	0	0.01104	0.005738	0.001196	0	0.006278	0	0.006601	0.019	0	0.008366	0.01108	0.006418	0.004239	0.005655	0.01052	0.002605	0	0.00002773	0.00003063	0.000001823	0.001023	0.001907	0.002605	0.0001155	0.003124	0.0005906	0.0009318	9.849E-07	2.816E-07	0	0.0007303	0.000316	0.0005659	0.0004	0.0001024	0	0.000007593	0	0	0.00008628	0.00002086	0.0004277	0.00031	0.000001216	0.0001605	0.00002501	0.000000039	2.843E-07	0.000003486	0	0	0.001088	0
POL	0.01507	0.008835	0	0.003749	0	0.00272	0	0.02551	0.01044	0.005949	0	0.02105	0	0.01585	0.02333	0	0.0136	0.03054	0.01399	0.0134	0.007414	0.02604	0.008074	0	0.00008054	0.00008558	0.000006405	0.004044	0.007403	0.01048	0.0004568	0.01018	0.002188	0.003913	0.000002633	7.756E-07	0	0.00282	0.001086	0.002442	0.00125	0.0002778	0	0.00002718	0	0	0.0003372	0.0000663	0.00171	0.001146	0.000003395	0.0005038	0.00008527	1.149E-07	5.125E-07	0.000007369	0	0	0.003323	0
RCEU	0.01046	0.004569	0	0.003427	0	0.001693	0	0.05041	0.02037	0.002627	0	0.02077	0	0.01439	0.01166	0	0.016	0.009866	0.008351	0.01671	0.02327	0.04843	0.008704	0	0.0001425	0.000159	0.00001335	0.002674	0.005344	0.005591	0.0003547	0.005607	0.001748	0.003096	0.000005099	0.000001298	0	0.002381	0.001033	0.002056	0.001399	0.0004534	0	0.00003092	0	0	0.0003457	0.00008763	0.001298	0.0009343	0.000006699	0.0006305	0.00009828	1.938E-07	0.000001024	0.00001441	0	0	0.003477	0
RCZ	0.02127	0.006809	0	0.002556	0	0.001719	0	0.01389	0.01264	0.006376	0	0.009151	0	0.008678	0.02301	0	0.01056	0.02351	0.007486	0.005858	0.007066	0.01261	0.003529	0	0.00003609	0.00003903	0.000003364	0.00161	0.002883	0.003619	0.0001779	0.004287	0.0008462	0.001415	0.000001237	4.109E-07	0	0.001065	0.0004472	0.0008357	0.0005467	0.0001326	0	0.00001021	0	0	0.0001186	0.00002746	0.0006506	0.0004587	0.000001371	0.0002198	0.00003429	6.401E-08	0.000000273	0.000004028	0	0	0.00169	0
ROM	0.002798	0.001726	0	0.001476	0	0.0008225	0	0.02885	0.003367	0.00126	0	0.02187	0	0.03115	0.006851	0	0.00556	0.005016	0.02152	0.01465	0.006295	0.04772	0.005593	0	0.00005263	0.00005555	0.000005126	0.001787	0.003332	0.004298	0.0002008	0.009128	0.0009926	0.001638	0.000001718	4.901E-07	0	0.001289	0.0005458	0.0009589	0.0007604	0.0001963	0	0.00001282	0	0	0.0001449	0.00003563	0.0007194	0.0005007	0.000002232	0.0002801	0.00004464	6.982E-08	3.473E-07	0.000004937	0	0	0.001762	0
MEME	0.0002884	0.0004529	0	0.0008894	0	0.0004671	0	0.0008389	0.0004636	0.0004281	0	0.005933	0	0.0004421	0.0001949	0	0.0003806	0.0001681	0.0003111	0.04962	0.0007289	0.002364	0.03147	0	0.0001807	0.0001591	0.00001624	0.0008653	0.002583	0.00118	0.00009955	0.00025	0.0005447	0.001387	0.000004692	0.0000011	0	0.0008569	0.0004148	0.001445	0.001231	0.0005846	0	0.00001898	0	0	0.0002214	0.00007876	0.0003952	0.0002783	0.000006497	0.0003462	0.00005829	1.951E-07	8.017E-07	0.00001092	0	0	0.0008645	0
NOA	0.004984	0.006086	0	0.05488	0	0.006415	0	0.01406	0.02254	0.003279	0	0.009545	0	0.006319	0.003878	0	0.008032	0.002944	0.003779	0.01411	0.1991	0.01571	0.009905	0	0.0005216	0.0004266	0.00009387	0.002719	0.006473	0.003361	0.0003457	0.002177	0.001753	0.004241	0.00001677	0.000008246	0	0.002815	0.001255	0.003892	0.002217	0.001087	0	0.00006386	0	0	0.0007203	0.0002181	0.001412	0.00107	0.0000238	0.001468	0.0001808	8.674E-07	0.000002573	0.00003713	0	0	0.005065	0
EGY	0.000243	0.0003453	0	0.0006168	0	0.0002909	0	0.0003933	0.0003511	0.0003797	0	0.001108	0	0.0002038	0.0001575	0	0.0003158	0.0001384	0.0001464	0.006136	0.0005467	0.0712	0.00402	0	0.0005134	0.0003008	0.00003266	0.000854	0.00216	0.0006994	0.00007617	0.00006648	0.0003592	0.001548	0.000008726	0.000001801	0	0.0007543	0.0004016	0.002175	0.0007737	0.0005587	0	0.00002918	0	0	0.0003495	0.0001274	0.0002938	0.0001798	0.00001196	0.0004595	0.00009024	3.088E-07	0.000001432	0.00001988	0	0	0.0007903	0
GOLF	0.004316	0.006338	0	0.01015	0	0.005623	0	0.01026	0.007493	0.006061	0	0.0308	0	0.004861	0.002928	0	0.005441	0.002556	0.00352	0.03197	0.0123	0.01681	0.1799	0	0.0062	0.005297	0.0005459	0.01056	0.03534	0.01523	0.001485	0.002607	0.008465	0.01657	0.0001666	0.00003704	0	0.01082	0.006076	0.02042	0.02412	0.01932	0	0.0004491	0	0	0.004599	0.002585	0.006064	0.004889	0.0002218	0.007195	0.00104	0.000006572	0.00002852	0.0003759	0	0	0.01244	0
WAF	0.0009792	0.001631	0	0.00317	0	0.001475	0	0.002104	0.002075	0.001339	0	0.00261	0	0.001154	0.0006986	0	0.001235	0.0006034	0.0007414	0.00429	0.005089	0.002849	0.005188	0	0.004353	0.005593	0.00179	0.001282	0.003928	0.001383	0.0002334	0.00059	0.00134	0.003013	0.0002109	0.0001006	0	0.001535	0.0009535	0.007062	0.00238	0.001844	0	0.0002034	0	0	0.002047	0.0007078	0.00117	0.001632	0.0003446	0.003391	0.0003748	0.00001057	0.00003299	0.0004467	0	0	0.002552	0
EAF	0.001622	0.002435	0	0.004061	0	0.002229	0	0.003137	0.003058	0.002207	0	0.003725	0	0.001752	0.00112	0	0.002009	0.0009721	0.001147	0.005575	0.005646	0.004241	0.006635	0	0.001209	0.05614	0.01118	0.001922	0.005163	0.002012	0.0004097	0.0008871	0.002546	0.005259	0.0009201	0.0003844	0	0.002895	0.001629	0.008514	0.00344	0.003183	0	0.0002059	0	0	0.001967	0.0008964	0.002058	0.002298	0.001515	0.005277	0.0007058	0.00004623	0.00008952	0.001052	0	0	0.008116	0
SAF	0.0001538	0.000416	0	0.0006084	0	0.0004116	0	0.000453	0.000589	0.000198	0	0.0006374	0	0.000257	0.0001232	0	0.0001407	0.000109	0.0001598	0.001131	0.0006523	0.000622	0.001301	0	0.03924	0.08941	0.01412	0.00009917	0.0003753	0.0003992	0.00005067	0.0001712	0.0003935	0.0001412	0.001095	0.0006071	0	0.0001219	0.0001441	0.0001587	0.0004725	0.0002913	0	0.000009903	0	0	0.00007791	0.00003157	0.0002741	0.001039	0.0006164	0.001462	0.00001449	0.00006433	0.00007461	0.0009271	0	0	0.003943	0
