COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
CHE	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
BLX	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
ESP	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
FIN	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
FRA	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
GBR	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
GRC	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
ITA	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
RFA	0	1.688	0	1.753	0	1.716	0	1.621	1.6	0	0	1.493	0	1.41	1.486	0	1.494	1.513	1.389	0	1.691	1.972	1.819	0.6548	0.5719	0.7138	0.9849	1.056	1.413	1.374	1.037	1.39	1.879	1.617	0.1714	0	0.7558	1.45	0.3902	1.654	0.6621	0.4214	0.7315	0.1439	0.4446	0.3364	0.1992	0.5491	1.14	1.091	0.6397	1.006	0.9042	0.7907	0.6073	0.3754	0	0	1.025	0
