COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	-0.001556	-0.0002433	-0.00007559	-0.0003	0	-0.0001454	0	-0.001122	-0.0037	-0.000345	0	-0.0005322	0	-0.0005123	-0.0006821	-0.0002842	-0.001266	-0.0004675	-0.0003228	-0.0004676	-0.001264	-0.001006	-0.0003348	-0.0000147	-0.000003653	-0.000008803	-0.000001746	-0.00004235	-0.0001483	-0.0001199	-0.000007497	-0.0001946	-0.00002487	-0.00002469	-2.814E-07	-1.923E-08	-2.761E-07	-0.00002251	-0.00001963	-0.00002046	-0.00005742	-0.000007754	-0.000001116	-6.841E-08	-6.648E-07	-0.000004672	-0.000001921	-0.000000336	-0.000009534	-0.00001286	-5.837E-08	-0.000003551	-8.198E-07	5.908E-09	-8.947E-09	-2.667E-07	0	0	-0.0001319	0
CHE	-0.000118	-0.0003176	-0.00004612	-0.00009413	0	-0.0001583	0	-0.00008256	-0.0004436	-0.000121	0	-0.00003848	0	-0.00004075	-0.00003975	-0.00004468	-0.00008251	-0.00004958	-0.00002638	-0.00003315	-0.0001507	-0.00006172	-0.00003782	-0.000001208	1.659E-07	-0.000002049	-0.000001224	-0.000004204	-0.00002128	-0.00001073	-0.000001671	-0.00002122	-0.000002116	-0.000002666	8.746E-09	-1.101E-08	-1.959E-08	-0.00000382	-0.000003124	-0.000005987	-0.000009135	-0.000001135	3.226E-07	-4.886E-08	-2.671E-07	-6.528E-07	-4.023E-07	-1.081E-07	-0.000002406	-0.000007971	2.731E-07	-4.306E-07	-2.969E-07	3.135E-09	5.279E-08	0.000001363	0	0	-0.00002112	0
BLX	-0.000479	-0.0003585	-0.0003942	-0.0005833	0	-0.0009074	0	-0.0005447	-0.001849	-0.0003123	0	-0.0003967	0	-0.0002881	-0.0002923	-0.0001682	-0.0005257	-0.0002109	-0.000207	-0.0003195	-0.0006755	-0.0007407	-0.0002217	-0.00001093	-0.000002266	-0.000004138	-0.000001099	-0.0000367	-0.0001195	-0.0001527	-0.00000552	-0.0001947	-0.000007794	-0.000004218	-1.659E-07	-9.952E-08	-7.341E-08	2.044E-07	-0.00001194	-0.00001477	-0.0000386	-0.000003768	-1.853E-07	-1.255E-08	-3.189E-07	-0.000002094	-0.000001509	-1.505E-07	-0.00000757	-0.00001053	0.000000102	-0.00000173	-4.108E-07	1.106E-08	7.55E-08	9.593E-07	0	0	-0.00008568	0
ESP	-0.003904	-0.005779	-0.001082	-0.04132	0	-0.01352	0	-0.006281	-0.01598	-0.003245	0	-0.004228	0	-0.00267	-0.00269	-0.001847	-0.003674	-0.002696	-0.002208	-0.004773	-0.02104	-0.007562	-0.004015	-0.0002595	-0.00005492	-0.0000673	-0.000006029	-0.0004209	-0.001748	-0.0009527	-0.00008383	-0.001189	-0.000267	-0.0003083	-0.000002463	-6.163E-07	-0.000005109	-0.0002037	-0.0002446	-0.0009977	-0.0008871	-0.0001938	-0.000006165	-0.000001967	-0.00001391	-0.0001439	-0.00006119	-0.00001034	-0.00008596	-0.0001515	-9.412E-07	-0.00009269	-0.00004401	-2.013E-08	-1.844E-07	-0.000006225	0	0	-0.00148	0
FIN	-0.00003953	-0.00001037	-0.00001784	-0.00000325	0	0.000006504	0	-0.0002014	0.00004822	8.788E-07	0	-0.0002504	0	-0.0001923	-0.00008223	-0.0001643	-0.0000805	-0.0001079	-0.0001642	-0.000104	-0.00002516	-0.0002045	-0.00005906	-1.834E-07	-6.465E-07	-0.000002433	-8.035E-07	-0.0000562	-0.0001364	-0.0002424	-0.000006135	-0.0002189	-0.00001352	-0.00001482	-2.059E-07	0.000000131	-1.461E-07	-0.00001051	-0.000007888	-0.000002675	-0.00001849	-7.866E-07	-3.338E-07	-3.33E-08	-2.751E-07	-3.754E-07	-2.622E-07	-4.907E-08	-0.000007845	-0.000004424	9.379E-08	0.000000158	8.978E-08	6.576E-09	1.117E-08	1.449E-08	0	0	-0.00001381	0
FRA	-0.001992	-0.003404	-0.001091	-0.005331	0	-0.007426	0	-0.002131	-0.011	-0.001713	0	-0.001352	0	-0.00112	-0.0009543	-0.0008732	-0.001856	-0.001031	-0.0008353	-0.001232	-0.005002	-0.002076	-0.0009194	-0.00004657	-0.00001003	-0.00001807	-0.000002048	-0.0001433	-0.0005038	-0.0004414	-0.00002495	-0.0006224	-0.00009011	-0.00008765	-6.057E-07	-4.862E-08	-0.000001005	-0.00006477	-0.00005979	-0.0001357	-0.0001956	-0.00002306	-0.000001367	-1.922E-07	-0.000002015	-0.00001828	-0.000008837	-7.967E-07	-0.00002991	-0.00004819	-2.857E-07	-0.00001492	-0.000005309	-8.659E-09	-7.422E-08	-0.000002083	0	0	-0.0006831	0
GBR	-0.002145	-0.002557	-0.002006	-0.003885	0	-0.00557	0	-0.003061	-0.007142	-0.002213	0	-0.001927	0	-0.001585	-0.001676	-0.001236	-0.002067	-0.001592	-0.001365	-0.001382	-0.00382	-0.002687	-0.0008369	-0.00003219	-0.00000766	-0.000008347	-9.749E-07	-0.0002608	-0.0006241	-0.001069	-0.00004187	-0.001307	-0.0001234	-0.0001239	-1.425E-07	-3.875E-08	2.055E-08	-0.00008305	-0.00006779	-0.0001318	-0.0001628	-0.00001876	-5.822E-07	-0.000000287	-0.000001792	-0.00001839	-0.00000873	-0.000000997	-0.00006419	-0.0000685	1.177E-07	-0.0000122	-0.000005824	1.149E-08	9.916E-08	9.784E-07	0	0	-0.0004727	0
GRC	-0.0001477	-0.0001915	-0.00002236	-0.0002278	0	-0.00004228	0	-0.007754	-0.0008442	-0.00004489	0	-0.003679	0	-0.0006547	-0.00008026	-0.00008326	-0.0002841	-0.00008299	-0.0003351	-0.005821	-0.002595	-0.01001	-0.003924	-0.0001197	-0.00004315	-0.00005676	-0.00000578	-0.0000834	-0.0003988	-0.0001651	-0.00002072	-0.0002139	-0.00004593	-0.00004976	-0.000002107	-4.462E-07	-0.000004254	-0.00003336	-0.00006233	-0.0001846	-0.0003765	-0.0001358	-0.000004879	-6.076E-07	-0.000005007	-0.00005443	-0.00001713	-0.000004652	-0.00001681	-0.00003714	-9.762E-07	-0.000024	-0.000009578	-0.000000017	-1.784E-07	-0.000004037	0	0	-0.0002212	0
ITA	-0.004314	-0.001763	-0.0004136	-0.001943	0	-0.001848	0	-0.004918	-0.02373	-0.001797	0	-0.002024	0	-0.001794	-0.001776	-0.0008218	-0.004339	-0.001483	-0.001253	-0.002243	-0.01048	-0.004615	-0.001938	-0.0001166	-0.0000285	-0.00004043	-0.000004247	-0.0001761	-0.0007029	-0.000381	-0.00003525	-0.0006523	-0.0001237	-0.0001361	-0.00000158	-3.599E-07	-0.000002887	-0.0001039	-0.0001062	-0.0002777	-0.0003791	-0.00008905	-0.0000035	-8.609E-07	-0.000006275	-0.00006484	-0.00002415	-0.000004667	-0.00003749	-0.00006892	-7.542E-07	-0.00003476	-0.00001232	-3.066E-08	-1.395E-07	-0.000004259	0	0	-0.001118	0
RFA	-0.002388	-0.001768	-0.0007817	-0.001419	0	-0.00204	0	-0.00298	-0.007378	-0.001694	0	-0.001806	0	-0.001593	-0.001544	-0.001079	-0.002429	-0.001269	-0.001183	-0.001392	-0.002815	-0.003158	-0.0009457	-0.00004421	-0.000009806	-0.00001032	-0.000001286	-0.0001641	-0.0004977	-0.0005752	-0.00002557	-0.0008515	-0.00009143	-0.00008539	-0.00000036	-6.273E-08	-7.087E-07	-0.00007049	-0.00005621	-0.00004048	-0.0001641	-0.00001634	-9.435E-07	-1.506E-07	-9.395E-07	-0.000007831	-0.000004231	-6.005E-07	-0.00002445	-0.00004706	6.626E-08	-0.000009349	-0.000002353	-2.615E-09	-6.232E-09	-1.274E-07	0	0	-0.0003172	0
