COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0	0.03332	0	0.001286	0	0.004792	0	0.02419	0.0677	0	0	0.008916	0	0.01244	0.0276	0	0.03959	0.007357	0.01195	0	0.009556	0.01472	0.003297	0.00004132	0.00000827	0.000001222	-1.991E-07	0.001253	0.003331	0.003952	0.0001979	0.006381	0.001437	0.001373	4.458E-08	0	0.00000011	0.0006909	0.0001949	0.0002584	0.000318	0.00004527	5.527E-07	2.03E-08	2.053E-07	0.00001268	0.000007379	0.000002649	0.0003231	0.0002829	5.694E-07	0.00003422	0.000009559	8.78E-09	-2.425E-08	-4.21E-09	0	0	0.001268	0
CHE	0	0.06236	0	0.00103	0	0.01022	0	0.004194	0.03764	0	0	0.001717	0	0.001751	0.00224	0	0.003707	0.001361	0.001628	0	0.002673	0.001365	0.001252	0.000004027	0.000001318	5.259E-07	1.289E-07	0.0005691	0.001364	0.001491	0.00008796	0.0009255	0.000672	0.0006607	-1.084E-08	0	-8.316E-08	0.0003254	0.00008646	0.0001468	0.0001525	0.0000251	-1.911E-07	-2.1E-09	0.000000164	0.000003991	0.000003319	0.000001562	0.0001584	0.0001394	5.454E-07	0.00001939	0.000005348	-8.82E-09	1.61E-08	0.000000017	0	0	0.0004281	0
BLX	0	0.01548	0	0.003704	0	0.007232	0	0.01142	0.01407	0	0	0.005424	0	0.005061	0.006189	0	0.00984	0.004438	0.004367	0	0.005563	0.008816	0.002503	0.00002724	-0.000001854	0.000002562	3.986E-07	0.001303	0.004028	0.00465	0.0002139	0.005177	0.002017	0.00159	2.753E-08	0	8.039E-08	0.0008949	0.0001622	-0.0004223	0.0002958	0.00002756	-0.000001083	-0.000002865	-0.000002176	-0.00002356	-0.000009434	-0.000002812	0.000693	0.0003662	0.000001833	5.587E-07	-0.00003744	-4.81E-09	0.000000102	-5.539E-08	0	0	0.0007147	0
ESP	0	0.07067	0	0.8088	0	0.1535	0	0.04451	0.07562	0	0	0.01901	0	0.01394	0.01754	0	0.02636	0.01871	0.01224	0	0.0983	0.03562	0.01248	0.001101	0.0001309	0.00000737	0.000000482	0.002204	0.01268	0.009261	0.0008012	0.007371	0.007403	0.007995	2.707E-07	0	0.000002911	0.003296	0.0009883	0.008109	0.002056	0.0005245	-0.00000018	0.00001724	0.00001296	0.0003738	0.0002238	0.00009992	0.00127	0.001453	0.000001329	0.0005535	0.0004944	3.548E-07	3.76E-08	0.000002934	0	0	0.008496	0
FIN	0	0.002122	0	0.001744	0	0.002772	0	0.01184	0.002656	0	0	0.01186	0	0.008702	0.003547	0	0.005183	0.006321	0.005783	0	0.001636	0.006334	0.001983	-0.00002965	-0.000004233	-0.000005956	-0.000000986	0.00634	0.01605	0.01769	0.0006217	0.01574	0.004446	0.003441	-1.005E-07	0	-0.000001284	0.002043	0.0003568	-0.001319	0.0005387	-0.000002438	-0.00000186	-0.000005076	-0.000004653	-0.0000517	-0.00003418	-0.00001045	0.002931	0.001122	-0.000002035	-0.00004447	-0.00007214	-1.183E-07	-0.000000105	-6.533E-07	0	0	0.000597	0
FRA	0	0.207	0	0.08157	0	0.4519	0	0.05227	0.1626	0	0	0.02231	0	0.02152	0.02529	0	0.03903	0.02437	0.0175	0	0.03717	0.02857	0.009908	0.0002585	0.000041	-0.000000375	-2.721E-07	0.003795	0.01292	0.01203	0.0007729	0.01478	0.006579	0.006946	4.879E-08	0	7.156E-07	0.003064	0.000842	0.002041	0.001434	0.0002444	-0.000001414	-5.238E-07	1.234E-07	0.00006691	0.00004826	0.00001889	0.00171	0.001439	-0.000000935	0.0002307	0.00005457	6.41E-08	-7.09E-08	-2.21E-08	0	0	0.0174	0
GBR	0	0.04132	0	0.04094	0	0.05868	0	0.02374	0.03494	0	0	0.01443	0	0.01216	0.01693	0	0.01784	0.01437	0.01033	0	0.01669	0.01249	0.004196	0.00006377	-0.00000518	-0.000008283	-0.000001191	0.003047	0.009921	0.01305	0.0004837	0.01295	0.004643	0.003926	-2.165E-07	0	-0.000002511	0.002001	0.00032	-0.001772	0.000559	0.00004255	-0.000005404	-0.0000126	-0.00001094	-0.00009934	-0.00004705	-0.00001513	0.002004	0.0008462	-0.000006147	-0.00005211	-0.0001294	-2.868E-07	-5.947E-07	-0.000001499	0	0	0.003387	0
GRC	0	0.004874	0	0.0005228	0	0.0008895	0	0.2875	0.00401	0	0	0.03347	0	0.008333	0.00057	0	0.009598	0.0005382	0.003758	0	0.02323	0.1719	0.01006	0.0002324	0.0001027	0.00000663	0.000000744	0.0006358	0.00184	0.003091	0.0001405	0.003546	0.001477	0.001839	1.659E-07	0	0.00000145	0.0006127	0.0002143	0.002176	0.0004091	0.0001286	0.000000506	0.00001026	0.000009426	0.0002005	0.0001079	0.00003632	0.0001923	0.0002948	0.000003571	0.0001386	0.0001099	3.703E-07	3.131E-07	9.553E-07	0	0	0.001014	0
ITA	0	0.334	0	0.007482	0	0.03976	0	0.1681	0.2631	0	0	0.03747	0	0.03509	0.0259	0	0.1273	0.02149	0.02613	0	0.07971	0.07363	0.01457	0.0009417	0.0001663	0.00001047	0.000001232	0.004267	0.0119	0.0102	0.0008234	0.01382	0.007782	0.008232	2.212E-07	0	0.000001738	0.003553	0.0009993	0.005831	0.001895	0.000438	0.000000684	0.00002576	0.0000241	0.00053	0.000295	0.00009706	0.001352	0.001487	0.000001283	0.000381	0.0003005	3.367E-07	1.325E-07	0.000001101	0	0	0.01201	0
RFA	0	0.09937	0	0.008636	0	0.03387	0	0.06322	0.1064	0	0	0.03099	0	0.03422	0.05043	0	0.05957	0.0342	0.02984	0	0.02386	0.04217	0.01002	0.0001257	0.00001537	0.000002391	-2.132E-08	0.006314	0.01707	0.01801	0.0008715	0.02712	0.006892	0.005775	8.825E-08	0	0.000001476	0.003303	0.0007142	-0.0005631	0.001224	0.0001139	-0.000001172	-0.00000625	-0.000005287	-0.00004419	-0.00001995	-0.000005324	0.002285	0.001429	5.663E-07	0.00006753	-0.00007279	3.018E-08	4.155E-08	-3.076E-07	0	0	0.003007	0
