COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.030841	0.001981	0.000563	0.000117	0.000001	0.000237	0.000099	-0.000064	0.004407	0.003992	0.000262	-0.000023	-0.000011	-0.000282	0.003311	0.00103	0.003192	0.008005	0.000562	0.000089	-0.000002	0.000183	0.000017	-0.000004	0.000001	0	0	-0.000002	0.000019	0.000019	-0.000001	0.000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001139	0
CHE	0.001793	0.046365	0.000495	0.000122	0.000013	0.001925	0.000015	-0.000089	0.006213	0.002057	0.000017	-0.000002	-0.000007	-0.000481	0.000146	0.000181	0.000299	0.000145	0.000242	0.000036	0.000022	0.000046	0.000011	-0.000004	0.000001	0	0	0.000004	0.000023	0.000017	-0.000003	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0
BLX	0.00105	0.001132	0.095998	0.000215	0.000131	0.009272	0.007726	-0.000084	0.000532	0.011008	0.001424	-0.000083	0.000265	0.000144	0.000501	0.000856	0.000278	0.001015	0.000203	0	0.000053	0.000055	-0.000002	-0.000006	0	0	0	-0.000021	0.000009	0.000036	-0.000012	0.000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003624	0
ESP	0.001243	0.001396	0.000504	0.077262	0.000041	0.002642	0.000493	0.000945	0.002946	0.000514	0.000153	0.000637	0.000051	0.000108	0.000822	0.000552	0.000669	0.000689	0.000748	0.002007	0.011788	0.00431	0.000868	0.000613	0.000164	0	0	0.000115	0.000247	0.000121	0.000025	0.000189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000416	0
FIN	0.000227	0.000037	-0.000099	0.00012	0.01659	0.000014	-0.000009	0.000048	-0.000038	0.000121	0.000729	-0.000044	0.000179	-0.001214	0.00013	0.000707	-0.00035	0.000127	-0.000058	0.00002	-0.000012	0.000033	0.000007	-0.000004	0	0	0	0.000012	0.000025	0.000488	0.000017	0.000228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000025	0
FRA	0.003628	0.017979	0.028399	0.009389	0.00019	0.090216	0.012516	0.000144	0.005555	0.013357	0.001853	0.000189	0.000393	0.000651	0.001677	0.002116	0.001079	0.003834	0.000721	0.000418	0.001923	0.001104	0.000155	0.000038	0.000028	0	0	-0.000009	0.000077	0.00009	-0.000019	0.000265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003853	0
GBR	0.001042	0.002004	0.024074	0.001486	0.000536	0.012322	0.110448	-0.000166	0.001047	0.006056	0.00324	-0.00013	0.002176	-0.000449	0.000775	0.001454	0.000526	0.00191	0.000633	0.000031	0.000443	0.000246	0.000033	-0.000008	-0.000004	0	0	-0.000033	-0.000002	0.00005	-0.000016	0.000347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000985	0
GRC	0.000222	0.000051	-0.000021	0.000057	-0.000017	-0.000017	-0.000041	0.064052	0.00013	-0.000009	0.000039	0.002924	0.000007	0.017562	0.000192	0.000058	0.005981	0.000091	0.001966	0.010067	0.000503	0.020837	0.000825	0.000341	0.000268	0	0	0.000042	0.00011	0.000082	0.000002	0.000615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433	0
ITA	0.019114	0.024603	0.001755	0.001204	0.000074	0.006574	0.000272	0.001232	0.160236	0.003941	0.000213	0.000386	0.000039	0.001002	0.005087	0.001724	0.005887	0.003438	0.001619	0.001786	0.003023	0.004113	0.000486	0.000133	0.000096	0	0	0.000041	0.00014	0.000065	0.000015	0.000623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001804	0
RFA	0.027848	0.040986	0.058355	0.001082	0.001755	0.019282	0.010647	0.000915	0.008207	0.143116	0.018339	0.000352	0.001847	0.001893	0.009976	0.022896	0.004901	0.040255	0.003365	0.000448	0.000415	0.001201	0.00017	-0.000028	0.00003	0	0	0.000033	0.000113	0.000427	-0.000002	0.002477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010494	0
