"scenario","region","crop","year","rev_loss_aot40","rev_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2100,0.404445118832919,0.712322498619775,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2100,0.0956253182108011,0.0477285006320858,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2100,0.0172636466405075,0.0304053216064039,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2100,0.00470473666123325,0.00269520007401735,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2100,9.60254617872378,5.50100569600578,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2100,1.26472525337075,1.97934335283329,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2100,1.43471443521773,1.08248684078968,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2100,0.0171771824268241,0.0268829469217314,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2100,0.061463392935131,0.0307092734274308,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2100,1.27866052430184,0.964744730671035,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2100,0.406200939580486,0.306477136508041,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2100,0.81914425688041,0.408818333398997,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Corn",2100,0.309321924523806,0.525008900448492,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2100,0.0103010392238774,0.00560677726424223,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2100,0.107643102307765,0.182701523244643,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2100,1.18264382278238,0.646132654546158,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2100,3.79134319881193,2.07138497504726,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2100,0.6710600776881,0.94539878696346,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2100,0.211675779336415,0.134076729056284,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Rice",2100,0.196369626755907,0.119314883803931,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2100,0.503192628055777,0.318725278189386,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2100,0.273009228640129,0.172925709748175,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2100,1.38364732119473,0.748922938039756,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Corn",2100,0.692322157388526,1.17196981122707,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2100,0.0249700139155201,0.0113073578339358,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2100,1.7177680080331,1.2662437203694,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2100,1.30035227237076,1.73184126049723,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2100,0.0702519933313574,0.109025447163797,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2100,0.0870523383220519,0.115938453396195,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Rice",2100,0.124248685575057,0.0553428032069677,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","RootTuber",2100,1.50063713612682,2.32886822193269,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","SugarCrop",2100,0.150378106161142,0.233374734159256,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Wheat",2100,0.0661816183611846,0.0302655626094015,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Corn",2100,0.293405534205259,1.04223939508804,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","FiberCrop",2100,0.10188809658648,0.073877811670336,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","MiscCrop",2100,3.74299134152392,2.8213119203736,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OilCrop",2100,0.213748126431474,0.334523986221602,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OtherGrain",2100,0.510672308471325,0.917549244411425,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","PalmFruit",2100,0.0565581632708105,0.0885156868815379,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Rice",2100,0.423559812527621,0.306787546081609,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","RootTuber",2100,2.21909727065628,3.98715769425837,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","SugarCrop",2100,0.05965734859029,0.107189197876163,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Wheat",2100,0.00553417326413736,0.00413573896751369,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Corn",2100,0.00492114411748139,0.0598463598025787,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FiberCrop",2100,0.0032164512975468,0.00381344875243547,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FodderGrass",2100,0.00480680267769618,0.0584558459744178,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FodderHerb",2100,0.0661705001555482,0.503497756316571,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","MiscCrop",2100,0.0215099808227986,0.163671531229668,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","OilCrop",2100,0.043573976078022,0.881634421738192,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","OtherGrain",2100,0.0105912277533048,0.016346970112853,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Rice",2100,0.000821995115021157,0.0018983304147542,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","RootTuber",2100,0.00442676055603299,0.0068324583506051,"bil_2010usd"
