"region","year","unit","AOT_MAIZE","AOT_RICE","AOT_SOY","AOT_WHEAT"
"ARG","2080","%",0.000512160618567872,0.00097474899474015,0.00154768326624277,0.012100590390152
"AUS","2080","%",0.000498926297937943,0.000166801976611237,0.00126461689666908,0.000606232543729875
"AUT","2080","%",0.0228144925262695,0,0.0711020713200772,0.0969574054487075
"BGR","2080","%",0.0226170005693013,0.0267611142014645,0.0712444128365182,0.0862896312963399
"BLX","2080","%",0.0225020171734999,0,0,0.0874984169030669
"BRA","2080","%",0.00265074191613168,0.0121535670784286,0.00940463655940548,0.0284201274868222
"CAN","2080","%",0.0359852924542275,0.103282815593138,0.1584845580768,0.0437154931195393
"CHE","2080","%",0.0297989583236673,0.0588616713135194,0.112687150204603,0.134151032544355
"CHL","2080","%",0.00203383484718006,0.002105249509088,0.00861997999889689,0.00259822751614177
"CHN","2080","%",0.0243280446643368,0.0108060380109714,0.0832837531623156,0.110114761053814
"COR","2080","%",0.0338976324774555,0.0340147647750545,0.103608166032753,0.145026082866457
"EAF","2080","%",0.014771027143369,0.0141107992258385,0.129638504094322,0.150443542313363
"EGY","2080","%",0.0746262978363823,0.0676606404685531,0.202863737436108,0.171232513166631
"ESP","2080","%",0.0427565267529123,0.046923145683536,0.144305307141199,0.138553971894722
"FIN","2080","%",0,0,0,0.0274132714499325
"FRA","2080","%",0.0268574670474943,0.0353319466744467,0.0838933683756524,0.101680385977575
"GBR","2080","%",0,0,0,0.0844261765013102
"GOLF","2080","%",0.0517817712655472,0.0618446504060144,0.190010833736457,0.167435165865279
"GRC","2080","%",0.0441399162230456,0.0653633499245427,0.154413347302713,0.136830364133947
"HUN","2080","%",0.0201631816697989,0.0225517194839973,0.0639976585926124,0.0723619098694386
"IDN","2080","%",0.00310886214351679,0.00388825105732968,0,0
"ITA","2080","%",0.0589215570965032,0.0606913247744123,0.202918298322794,0.203723537980252
"JPN","2080","%",0.0284064636835748,0.0309510323300531,0.108915040147119,0.128367471194629
"KAZ","2080","%",0.0106886150718025,0.0106179661853942,0.0544650792387258,0.0564813586911999
"MEME","2080","%",0.0520111161089222,0,0.173638379881019,0.1261240047482
"MEX","2080","%",0.0112335204532298,0.03131517132669,0.0663604348611949,0.185563448937145
"MON","2080","%",0.034807081392693,0.0225314692349817,0.108322371652273,0.161140671167967
"MYS","2080","%",0.012069693652494,0.00800817998448032,9.76924850582687e-05,0.0001026520699193
"NDE","2080","%",0.0278723362864319,0.0214840234294083,0.122782308615033,0.303327086879071
"NOA","2080","%",0.0365042079457682,0.0343575222502943,0.223644491508343,0.111288858360804
"NOR","2080","%",0,0,0,0.043997923669526
"NZL","2080","%",1.24858212229932e-05,0,7.20886282551337e-05,2.50961053948657e-05
"PAC","2080","%",0.000869719064162031,0.0012801765763422,1.13123505446647e-06,5.79376608800364e-07
"PHL","2080","%",0.00452533345865809,0.00279603994520057,0,0
"POL","2080","%",0.0185779238015762,0,0,0.0693578644152066
"RCAM","2080","%",0.00345161020871595,0.00624868448018543,0.0100868960824547,0.0358824639278831
"RCEU","2080","%",0.020604879853873,0.0312519864521334,0.0689829069497818,0.0908022457082021
"RCZ","2080","%",0.0196900609821728,0.0213043582152051,0.0632837805699358,0.0827588030562415
"RFA","2080","%",0.0220964352424211,0,0.0892637459372916,0.0884340026713575
"RIS","2080","%",0.0258811658315347,0.0262278238262393,0.109980264846787,0.132723668201582
"ROM","2080","%",0.0184851631643168,0.0221474570216152,0.0582984903645147,0.0703818285510321
"RSA","2080","%",0.00711708064079123,0.00178100577720907,0.0233221304065134,0.0685847976767076
"RSAM","2080","%",0.0120419006711444,0.00224559269375413,0.0113951816129831,0.0396593990011747
"RSAS","2080","%",0.0399992905884439,0.0373283645758555,0.135612019755183,0.222537857067449
"RSEA","2080","%",0.00352946875110563,0.00979826647556948,0.0288910204077834,0.111547226396529
"RUE","2080","%",0.00478168849034383,0.00839972705478797,0.0165689254726202,0.0205507408342803
"RUS","2080","%",0.0146422826665657,0.028181350938273,0.0771525365856742,0.034159390031234
"SAF","2080","%",0.0511444398407993,0.0214397746606457,0.178029306151531,0.246481036628416
"SWE","2080","%",0,0,0,0.0651938324882941
"THA","2080","%",0.00155587891406798,0.00364695138836802,0.0117292577685631,0.104592917118586
"TUR","2080","%",0.0481179051320119,0.0525946732688393,0.169193242182511,0.171145611747604
"TWN","2080","%",0.0590546764232795,0.0692810453074609,0.184698611918387,0.256013251571737
"UKR","2080","%",0.0154963760980695,0.0314062404619647,0.0483735198145949,0.0555525614089607
"USA","2080","%",0.0296347660775219,0.0452732468082338,0.100913042969115,0.109597746915335
"VNM","2080","%",0.0128524651027874,0.00748450201662833,0.0590249975367777,0.123705188781645
"WAF","2080","%",0.00493856677496204,0.0192003966093477,0,0.039247416343657
