"scenario","region","crop","year","prod_loss_aot40","prod_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2050,0.430417944419534,0.876057050792297,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2050,0.0387531125557241,0.0219506873112724,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2050,0.0368817607402515,0.0750677962223581,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2050,0.0291948598721291,0.0195213509559447,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2050,5.07625615381526,3.39427482628554,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2050,0.533640088276435,1.06798186793112,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2050,0.995392507240907,0.857159164629266,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2050,0.0385410006181803,0.0771326793777467,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2050,0.0842064458852383,0.0417558298514225,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2050,1.89143102002259,1.62876194193017,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2050,1.30028652216626,1.11971157207936,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2050,0.804157116995921,0.459464876977143,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Corn",2050,0.9265010645176,1.56148770660036,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2050,0.0824357663480936,0.0438300040348909,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2050,0.875732007844077,1.47592357623136,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2050,7.05200908357717,3.76447268216985,"Mt"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2050,10.2000403217127,5.44494096548169,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2050,1.37213261926135,1.84861121341465,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2050,0.897613774215337,0.560304706640519,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Rice",2050,0.603963181284093,0.356099081968809,"Mt"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2050,1.96574665611165,1.22705013572797,"Mt"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2050,4.43332713597326,2.76735287683658,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2050,3.84636627880637,2.03304239080077,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Corn",2050,1.24576511803806,2.27345613651464,"Mt"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2050,0.0357699722846164,0.0172153667903289,"Mt"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2050,1.64507497557347,1.43431448670231,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2050,0.921312571681537,1.5098646445606,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2050,0.0962282300792338,0.161551140770288,"Mt"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2050,0.292014140310691,0.478558352201964,"Mt"
