"scenario","region","crop","year","prod_loss_aot40","prod_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2070,0.64080717468488,1.20953129026672,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2070,0.0521934289299339,0.0275942026905394,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2070,0.0526383887321086,0.0993555951866762,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2070,0.0286988401482446,0.0176936118118157,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2070,7.61744327894448,4.69635998109883,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2070,0.745077599058827,1.32306311559046,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2070,1.46061380260977,1.16931607025627,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2070,0.0519619650214049,0.0922708714102601,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2070,0.123809023866161,0.0612839877040097,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2070,2.8445609560089,2.27725551596297,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2070,1.94567681647633,1.55764046934634,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2070,1.0241623632942,0.543992219064293,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Corn",2070,0.965723552700726,1.62693411821601,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2070,0.0835752746260768,0.04440361386074,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2070,0.894730246979443,1.5073331921333,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2070,7.43497249774315,3.96566201323995,"Mt"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2070,10.7156690705868,5.71551835498723,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2070,1.47367027276618,1.99932058944094,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2070,0.928214726814669,0.57672736719608,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Rice",2070,0.620330256578128,0.367077700997916,"Mt"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2070,2.0554123172372,1.27708869508088,"Mt"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2070,4.79051825961905,2.97649121863855,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2070,4.0698548958935,2.149620439488,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Corn",2070,1.85136330229814,3.23466862377626,"Mt"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2070,0.0434012433028823,0.0201629639655364,"Mt"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2070,2.42685071628551,1.94865256750372,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2070,1.3439869201488,1.99349652919166,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2070,0.132425054333253,0.212556370049646,"Mt"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2070,0.413941843363286,0.61398784144458,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Rice",2070,0.0933537773639777,0.0406913321262903,"Mt"
"Reference_gcam5p3_release","Africa_Southern","RootTuber",2070,3.30922910445384,5.31166650938441,"Mt"
"Reference_gcam5p3_release","Africa_Southern","SugarCrop",2070,1.71205516454721,2.74803157856454,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Wheat",2070,0.126128207542959,0.0606536019176689,"Mt"
"Reference_gcam5p3_release","Africa_Western","Corn",2070,0.316965484679854,1.22288220040287,"Mt"
"Reference_gcam5p3_release","Africa_Western","FiberCrop",2070,0.0902710313614402,0.0655663706551223,"Mt"
"Reference_gcam5p3_release","Africa_Western","MiscCrop",2070,2.83731647071885,2.17325688256552,"Mt"
"Reference_gcam5p3_release","Africa_Western","OilCrop",2070,0.181945679243655,0.32308798110749,"Mt"
"Reference_gcam5p3_release","Africa_Western","OtherGrain",2070,0.568019283453638,1.0850774696337,"Mt"
"Reference_gcam5p3_release","Africa_Western","PalmFruit",2070,0.280160199621513,0.497491304320394,"Mt"
"Reference_gcam5p3_release","Africa_Western","Rice",2070,0.548431313247138,0.397175937435516,"Mt"
"Reference_gcam5p3_release","Africa_Western","RootTuber",2070,4.52017168340053,8.63480623881751,"Mt"
"Reference_gcam5p3_release","Africa_Western","SugarCrop",2070,0.209056547903294,0.399357128564415,"Mt"
"Reference_gcam5p3_release","Africa_Western","Wheat",2070,0.0140869142259088,0.0108749025314312,"Mt"
"Reference_gcam5p3_release","Argentina","Corn",2070,0.0246417120181672,0.307508915628757,"Mt"
"Reference_gcam5p3_release","Argentina","FiberCrop",2070,0.012227398643963,0.014177583320277,"Mt"
"Reference_gcam5p3_release","Argentina","FodderGrass",2070,0.0377830669896157,0.471502546192388,"Mt"
"Reference_gcam5p3_release","Argentina","FodderHerb",2070,0.443111584426547,3.30262413262615,"Mt"
"Reference_gcam5p3_release","Argentina","MiscCrop",2070,0.0567084124844495,0.422662322937095,"Mt"
"Reference_gcam5p3_release","Argentina","OilCrop",2070,0.132139199465029,2.71138770533082,"Mt"
"Reference_gcam5p3_release","Argentina","OtherGrain",2070,0.0656095763375618,0.0988538335347358,"Mt"
