"scenario","region","crop","year","prod_loss_aot40","prod_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2005,0.0497752596134556,0.112900502677417,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2005,0.017218937648169,0.0119214245027035,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2005,0.00871384792515978,0.0197647951742508,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2005,0.00508623847855566,0.00430422324906162,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2005,1.18578832032349,1.00347195246957,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2005,0.126784046438357,0.347975119385149,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2005,0.224008914875546,0.230614953560171,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2005,0.0110584037663833,0.030351211204537,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2005,0.0167547107320869,0.00630982205329271,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2005,0.449391613659881,0.462644204013406,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2005,0.360212564031063,0.37083525792697,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2005,0.180377915629862,0.128577777918368,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Corn",2005,0.317356393498425,0.570123997657232,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2005,0.0549543644996917,0.0325234721465905,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2005,0.356472320112136,0.640394926209319,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2005,4.51052151946344,2.68111043109892,"Mt"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2005,3.94169906936556,2.34299524911392,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2005,0.590315248891881,0.82885082350727,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2005,0.398752652556359,0.272359239759828,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Rice",2005,0.418853474534171,0.249156267684307,"Mt"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2005,0.571746871328533,0.39051914065472,"Mt"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2005,1.95664906382835,1.33644616050735,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2005,1.43479590889679,0.84885889243578,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Corn",2005,0.178851771477137,0.379063215367803,"Mt"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2005,0.0134384732060186,0.00699755292820714,"Mt"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2005,0.264870639401198,0.291654134126363,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2005,0.124469764551812,0.271709464525304,"Mt"
