"scenario","region","crop","year","prod_loss_aot40","prod_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2060,0.529789739809394,1.03815938731746,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2060,0.0451866914658859,0.0246819115733766,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2060,0.0444215481417957,0.0870470749757654,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2060,0.0289201783941303,0.018537158449175,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2060,6.27921263236988,4.02482854413949,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2060,0.628476055941098,1.18455210810306,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2060,1.2164278371396,1.00824104075585,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2060,0.0452253473419622,0.0852407661790626,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2060,0.103223982645411,0.0511156597607425,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2060,2.34137569778144,1.94065853991198,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2060,1.60740706740348,1.33230572753755,"Mt"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2060,0.910785591347357,0.500818067557951,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Corn",2060,0.954933152560209,1.60817206182973,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2060,0.0838491050662577,0.0444982005317502,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2060,0.890557437307272,1.49975900019026,"Mt"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2060,7.34658036643456,3.91423455870494,"Mt"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2060,10.5648392416142,5.62891261022955,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2060,1.44465282049627,1.95091234751884,"Mt"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2060,0.922652801179256,0.573576697921181,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Rice",2060,0.62019611880958,0.365895159760413,"Mt"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2060,2.03070424405462,1.26240838728357,"Mt"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2060,4.67645745385832,2.90716835295427,"Mt"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2060,3.99816856155767,2.10928930816746,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Corn",2060,1.54191387184718,2.75050885063206,"Mt"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2060,0.0394821641690555,0.018656326252455,"Mt"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2060,2.01313778583063,1.68449808148086,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2060,1.11690419919634,1.74327641190993,"Mt"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2060,0.113409085520336,0.185965347713333,"Mt"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2060,0.350979064586075,0.547812001071686,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Rice",2060,0.0787727343521603,0.0341278903916244,"Mt"
"Reference_gcam5p3_release","Africa_Southern","RootTuber",2060,2.7548403718416,4.51731750850229,"Mt"
"Reference_gcam5p3_release","Africa_Southern","SugarCrop",2060,1.4295215140554,2.34409319328594,"Mt"
"Reference_gcam5p3_release","Africa_Southern","Wheat",2060,0.116529964409884,0.0576162361520801,"Mt"
"Reference_gcam5p3_release","Africa_Western","Corn",2060,0.251091760166745,1.01879567617097,"Mt"
"Reference_gcam5p3_release","Africa_Western","FiberCrop",2060,0.0729245628248602,0.0537484781335926,"Mt"
"Reference_gcam5p3_release","Africa_Western","MiscCrop",2060,2.22621713157648,1.74090692629122,"Mt"
"Reference_gcam5p3_release","Africa_Western","OilCrop",2060,0.150942281766278,0.284496117836012,"Mt"
"Reference_gcam5p3_release","Africa_Western","OtherGrain",2060,0.453747701572143,0.903297854895761,"Mt"
"Reference_gcam5p3_release","Africa_Western","PalmFruit",2060,0.22812094579985,0.429962517577603,"Mt"
"Reference_gcam5p3_release","Africa_Western","Rice",2060,0.463842372096955,0.340644042175863,"Mt"
"Reference_gcam5p3_release","Africa_Western","RootTuber",2060,3.52304579048992,7.01350044137494,"Mt"
"Reference_gcam5p3_release","Africa_Western","SugarCrop",2060,0.166098312786298,0.330660076341595,"Mt"
"Reference_gcam5p3_release","Africa_Western","Wheat",2060,0.0139189726256857,0.0109697923933096,"Mt"
"Reference_gcam5p3_release","Argentina","Corn",2060,0.024445906679031,0.302009389945175,"Mt"
"Reference_gcam5p3_release","Argentina","FiberCrop",2060,0.0125839626184096,0.0143219153019653,"Mt"
"Reference_gcam5p3_release","Argentina","FodderGrass",2060,0.0383376049263402,0.473630077533376,"Mt"
"Reference_gcam5p3_release","Argentina","FodderHerb",2060,0.449835025182442,3.30405733545086,"Mt"
"Reference_gcam5p3_release","Argentina","MiscCrop",2060,0.0578736383611855,0.425084327924336,"Mt"
"Reference_gcam5p3_release","Argentina","OilCrop",2060,0.131243309493586,2.67355905309387,"Mt"
"Reference_gcam5p3_release","Argentina","OtherGrain",2060,0.066322435654489,0.0980863897427006,"Mt"
"Reference_gcam5p3_release","Argentina","Rice",2060,0.00240614244438466,0.00554060623572136,"Mt"
"Reference_gcam5p3_release","Argentina","RootTuber",2060,0.0252618990685822,0.0373606375162431,"Mt"
"Reference_gcam5p3_release","Argentina","SugarCrop",2060,0.182999390253705,0.270643702059012,"Mt"
"Reference_gcam5p3_release","Argentina","Wheat",2060,0.199072841050632,0.225716018714773,"Mt"
