"scenario","region","crop","year","rev_loss_aot40","rev_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2010,0.0228689348335074,0.0510425946631259,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2010,0.0167517419691761,0.0108387932106824,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2010,0.00118133470520878,0.00263669422989943,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2010,0.00160217929175497,0.0012515802182921,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2010,1.34773650820577,1.05281622463909,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2010,0.179092158665486,0.44617878983428,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2010,0.129929592816811,0.126709962307557,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2010,0.00342539082343489,0.00853380038354614,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2010,0.0084498691187017,0.00372342370895635,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2010,0.171361014029391,0.167114720810851,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2010,0.0514198412777854,0.0501456674258563,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2010,0.124867282262868,0.0824702018951356,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Corn",2010,0.149111121782981,0.259709646792678,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2010,0.00625072864906147,0.00348801152814482,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2010,0.0473971630628433,0.0825525308296015,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2010,0.849505822385987,0.476018487427702,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2010,2.07333281240354,1.16178691574185,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2010,0.351927668788789,0.475665907681521,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2010,0.134312303615865,0.0866945671978752,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Rice",2010,0.149382369659408,0.0875522985010257,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2010,0.248392730944097,0.160330064518028,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2010,0.146260249085848,0.0944066079680669,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2010,0.68537394225133,0.381260888703672,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Corn",2010,0.0677384918724373,0.137341862116469,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2010,0.00856191301365257,0.00437784645683231,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2010,0.201451309268671,0.206301028838459,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2010,0.13210847993439,0.265153341748467,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2010,0.0128073914757658,0.0239126843643946,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2010,0.0152723702089223,0.0306529906280553,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Rice",2010,0.0152410369577636,0.00588472560531026,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","RootTuber",2010,0.231720530833518,0.432645470785889,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","SugarCrop",2010,0.0206937803362814,0.0386373633088329,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Wheat",2010,0.0145836896897404,0.00839738124609864,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Corn",2010,0.0141585042975205,0.0771734822112852,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","FiberCrop",2010,0.00613711361704052,0.00523941430595985,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","MiscCrop",2010,0.26213702949486,0.246948152231948,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OilCrop",2010,0.0153561987618002,0.0382574548827251,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OtherGrain",2010,0.0317256440692008,0.0835086092673768,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","PalmFruit",2010,0.00699464606268047,0.0174260154035841,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Rice",2010,0.0285239174811122,0.0241394063507215,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","RootTuber",2010,0.138432408295392,0.36438339499322,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","SugarCrop",2010,0.00478839122512247,0.0126040590686158,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Wheat",2010,0.00136690384774293,0.00128409279230548,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Corn",2010,0.00293457251710942,0.0295497179990066,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FiberCrop",2010,0.00335897547889322,0.00328517761910857,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FodderGrass",2010,0.00413669681757138,0.0416545250437457,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FodderHerb",2010,0.0572251237642567,0.373144022935078,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","MiscCrop",2010,0.0258600397871141,0.168623825422849,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","OilCrop",2010,0.0384236991155245,0.663566837853304,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","OtherGrain",2010,0.0110141217655251,0.0141771009681841,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Rice",2010,0.00066946180306434,0.00133980308933417,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","RootTuber",2010,0.00522187081455881,0.00672146098952125,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","SugarCrop",2010,0.0066510835166928,0.00856110769168377,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Wheat",2010,0.0492079727794776,0.0479202253978279,"bil_2010usd"
"Reference_gcam5p3_release","Australia_NZ","Corn",2010,6.00131397673553e-05,0.00149441531005947,"bil_2010usd"
"Reference_gcam5p3_release","Australia_NZ","FiberCrop",2010,0.000302686489432446,0.000728470483262317,"bil_2010usd"
"Reference_gcam5p3_release","Australia_NZ","FodderGrass",2010,0.000285273358931907,0.00710372556397775,"bil_2010usd"
