"region","year","unit","M_MAIZE","M_RICE","M_SOY","M_WHEAT"
"ARG","2080","%",0.00640232542737496,0.00230045489107533,0.0318723462499849,0.0142180168228789
"AUS","2080","%",0.00648477148611137,0,0.0420112572746518,0.00232533147574143
"AUT","2080","%",0.0388931089115062,0,0.140681411785861,0.0443964403194015
"BGR","2080","%",0.0425477891294374,0.0172951361431634,0.149725697608248,0.0428806019520254
"BLX","2080","%",0.0426029270758034,0,0,0.0532196613655835
"BRA","2080","%",0.0121441456826601,0.00905297503100266,0.0794496607887685,0.0325453758995951
"CAN","2080","%",0.0534102309888991,0.0588230970519033,0.21635752421478,0.0257917853960842
"CHE","2080","%",0.0529693536088451,0.0354351979710921,0.199772957358225,0.0644740297771412
"CHL","2080","%",0.0164809819006115,0.00223908172366827,0.095242269141822,0.0083367378123691
"CHN","2080","%",0.0386753621856123,0,0.145031438235566,0.0429431504557456
"COR","2080","%",0.0387055976839047,0.0134182957328899,0.138563259735839,0.0464294229421244
"EAF","2080","%",0.0270167337366896,0.0069723751702615,0.219171401460996,0.0778036133283139
"EGY","2080","%",0.124892526399809,0.0402679781839308,0.279413126620315,0.081567002400971
"ESP","2080","%",0.0745584329757623,0.0306477077739981,0.241326216126872,0.0709872298085379
"FIN","2080","%",0,0,0,0.0155554695894549
"FRA","2080","%",0.0487644537920807,0.0233791855192534,0.163672418341543,0.0550893599925962
"GBR","2080","%",0,0,0,0.0498526050455463
"GOLF","2080","%",0.0995285412332063,0.0396515188067222,0.274281939960912,0.0816587916470329
"GRC","2080","%",0.0777800494178746,0.0376696365523224,0.239721250815582,0.0630880083383693
"HUN","2080","%",0.0320706915850644,0.012199319133875,0.124047592798916,0.0328496955508133
"IDN","2080","%",0.0181196199817445,0.00642984835525717,0,0
"ITA","2080","%",0.0967919782602159,0.0363716385545136,0.267753155313904,0.0884225242268109
"JPN","2080","%",0.0536348337386791,0.0196898870358883,0.199022317513566,0.0594599560285942
"KAZ","2080","%",0.0215831798090886,0.00731050645866238,0.139436444238334,0.0281804455714322
"MEME","2080","%",0.0910584133863923,0,0.264047702137187,0.0655402577353777
"MEX","2080","%",0.0309738799224747,0.0207926822838185,0.168450326826919,0.101740477465426
"MON","2080","%",0.0518771926439378,0.0114615862409633,0.182930588198798,0.0607743759116204
"MYS","2080","%",0.0383561052190172,0,0,0
"NDE","2080","%",0.104916478901075,0,0.308070408956056,0.154336385435851
"NOA","2080","%",0.0660584264766982,0.0237273366592289,0.289105668539819,0.0612967346228012
"NOR","2080","%",0,0,0,0.0304556413531242
"NZL","2080","%",0.0196668518739023,0,0.0925502155596594,0.0103635047616597
"PAC","2080","%",0.0104875451662245,0.00266251581084964,0,0
"PHL","2080","%",0.0173819173077845,0,0,0
"POL","2080","%",0.0273387153865232,0,0,0.0338930115771566
"RCAM","2080","%",0.0179144718669673,0.00817411669858414,0.0703023101150267,0.0385906414468274
"RCEU","2080","%",0.0342272158598839,0.0176722470027162,0.136679675872037,0.0411270546054988
"RCZ","2080","%",0.0305440244380667,0.00999737670910061,0.123590749502498,0.037210390365937
"RFA","2080","%",0.0391874748395629,0,0.176939949053113,0.0485831438166399
"RIS","2080","%",0.0485238477455856,0.0196479305214394,0.201686398404394,0.0658074387183738
"ROM","2080","%",0.0353310867012346,0.0138824727129199,0.131998694747347,0.0338391529823719
"RSA","2080","%",0.0249186968753378,0.00234136591720391,0.107598233586542,0.0481616268482034
"RSAM","2080","%",0.0172490619538523,0,0.0567587529417967,0.0269153538623782
"RSAS","2080","%",0.116591867049267,0.00675652502578039,0.305943779658174,0.130451592688032
"RSEA","2080","%",0.0175943088774222,0,0.105521661195765,0.0883633932043305
"RUE","2080","%",0.00992401101708995,0.00458641760867073,0.0621876412904916,0.00433982803779132
"RUS","2080","%",0.0292407157342274,0.0195817983609424,0.16701387356132,0.0134273388915722
"SAF","2080","%",0.0869105898704797,0.00727652779027266,0.251846630612637,0.103547094883246
"SWE","2080","%",0,0,0,0.0398953055516602
"THA","2080","%",0.0284920090688914,0,0.121251735909249,0.0791693598815481
"TUR","2080","%",0.0847112933512557,0.031114884077275,0.256798286668982,0.0778031397285315
"TWN","2080","%",0.104077319763848,0.0391135778668029,0.263953543846582,0.104967249556897
"UKR","2080","%",0.0306180159257895,0.0193067557087001,0.126757116829797,0.0284086754246566
"USA","2080","%",0.0540647295420162,0.0303555836206353,0.181930975984135,0.0637110839518343
"VNM","2080","%",0.0284604094593337,0,0.162331525326798,0.0653864849483266
"WAF","2080","%",0.0236737310513788,0.0141233768854659,0,0.0363790174727247
