"region","year","unit","AOT_MAIZE","AOT_RICE","AOT_SOY","AOT_WHEAT"
"ARG","2060","%",0.000524824115311669,0.00101647628632116,0.00158703044479426,0.0127661056512483
"AUS","2060","%",0.000511262743204004,0.000171510585384175,0.0013132022625941,0.000626881673506996
"AUT","2060","%",0.0237606191694443,0,0.0739813277552397,0.100467272498626
"BGR","2060","%",0.0236678103666893,0.0281533119193683,0.0743768000577996,0.0899381518066051
"BLX","2060","%",0.0228703805791588,0,0,0.0886616353406249
"BRA","2060","%",0.00287736357330481,0.0132566124595292,0.0102108765068174,0.0309911483661265
"CAN","2060","%",0.0360624435347532,0.10356274430712,0.158297636778085,0.0448490129409419
"CHE","2060","%",0.0311897979681247,0.0608118512764747,0.117692813584876,0.140367937523226
"CHL","2060","%",0.00199874244047875,0.00213233255365094,0.00846204141796778,0.00264623433976941
"CHN","2060","%",0.0289490758160286,0.0124764162956926,0.0989970769734575,0.128226503127752
"COR","2060","%",0.0361546967611888,0.0365773132371251,0.110181285045559,0.153304861249706
"EAF","2060","%",0.0116043553383977,0.0107034903620725,0.103400203039909,0.119167660790851
"EGY","2060","%",0.0743661813495123,0.0697073587030262,0.208863515538803,0.171198047219245
"ESP","2060","%",0.0437834577137437,0.0480484476487527,0.147216202165705,0.143289267943442
"FIN","2060","%",0,0,0,0.029483455774883
"FRA","2060","%",0.0284511708959748,0.0372881385102815,0.0889916041446835,0.105924263970477
"GBR","2060","%",0,0,0,0.0865955731203944
"GOLF","2060","%",0.0540752941414289,0.0645195641892616,0.199402107591596,0.17402719522941
"GRC","2060","%",0.0452539200534162,0.0672670948783316,0.158727076976416,0.141018620716618
"HUN","2060","%",0.0210323073753952,0.0234755202458386,0.066725459314678,0.0750611035986304
"IDN","2060","%",0.00342027807378265,0.00425594787147048,0,0
"ITA","2060","%",0.0605279619459674,0.0624591011646432,0.209522888064276,0.207830830050141
"JPN","2060","%",0.0281708983309654,0.0314148781612637,0.108336323267994,0.128432319137326
"KAZ","2060","%",0.0112701456521302,0.0112022882295897,0.0574430837883695,0.0596369742729402
"MEME","2060","%",0.0544667704263553,0,0.181521970750575,0.130408708105594
"MEX","2060","%",0.0105283905989684,0.0297485530871059,0.0623297495906032,0.176781083125711
"MON","2060","%",0.0396213867174631,0.0256489772657546,0.122936426856666,0.183780987174883
"MYS","2060","%",0.0135177854723427,0.00882513939590219,8.83543551665569e-05,9.28398682746421e-05
"NDE","2060","%",0.0296964991628225,0.022342485954121,0.129162958146438,0.312401017879551
"NOA","2060","%",0.0357287370288971,0.0339915912567746,0.217257737857509,0.10905617033706
"NOR","2060","%",0,0,0,0.0451660131282633
"NZL","2060","%",0,0,3.33491985931573e-05,4.8493043776909e-06
"PAC","2060","%",0.000867933676800934,0.00127230186827714,9.91873344675655e-07,5.08000713493352e-07
"PHL","2060","%",0.00490040449950531,0.00298281549056605,0,0
"POL","2060","%",0.0191840300280561,0,0,0.0723579240163986
"RCAM","2060","%",0.00366075809321049,0.00657249375335726,0.0106106651381389,0.0379428108255083
"RCEU","2060","%",0.0215552201070521,0.0321340496390489,0.0718293774217015,0.0941790404174614
"RCZ","2060","%",0.0203374181327519,0.0220416805470897,0.0654841591943671,0.0847267793054216
"RFA","2060","%",0.0228132642861688,0,0.0925960091691455,0.0898801965426657
"RIS","2060","%",0.0277509064911859,0.0278100136718017,0.116467466380787,0.14147068658815
"ROM","2060","%",0.0194108715703872,0.0231304495842487,0.0611115037445914,0.0737321029928527
"RSA","2060","%",0.00699772256726059,0.00153523397260146,0.0229842108586051,0.063368456253031
"RSAM","2060","%",0.0126953797506723,0.00239672079935701,0.011974191388194,0.0419993279378098
"RSAS","2060","%",0.0384066233952763,0.0361821957842814,0.13463892942305,0.220137419350585
"RSEA","2060","%",0.00376349167906532,0.0104090136023689,0.0314392690481777,0.120899109294805
"RUE","2060","%",0.00524006346630036,0.00969657788581692,0.0196042036278634,0.0219055724014656
"RUS","2060","%",0.015728145932255,0.0300674451025363,0.0824924030041161,0.0366638916803502
"SAF","2060","%",0.042131488197822,0.01788596930256,0.146722938714918,0.2044305972799
"SWE","2060","%",0,0,0,0.0669997506671808
"THA","2060","%",0.00166844712663114,0.00399495940994618,0.0128920067183781,0.112642846973929
"TUR","2060","%",0.0504201831366125,0.0548980387645908,0.176820075501312,0.179380140143488
"TWN","2060","%",0.0650608422456207,0.0763108025569814,0.204360062199473,0.283360562037522
"UKR","2060","%",0.0164882621066365,0.0333693146941391,0.0513860569340387,0.0590838203499165
"USA","2060","%",0.0302335872100729,0.0461531928856998,0.10285715043405,0.112282816622409
"VNM","2060","%",0.0146518955123931,0.00859330741802556,0.0715849079494073,0.143571150396061
"WAF","2060","%",0.00349727304073115,0.014009179264614,0,0.0384876485010465
