"region","year","unit","AOT_MAIZE","AOT_RICE","AOT_SOY","AOT_WHEAT"
"ARG","2040","%",0.000600904289787326,0.00117606245565947,0.00179190023652422,0.0142886497919509
"AUS","2040","%",0.000486782557923641,0.000155818050136854,0.00132801413570476,0.000614012044872691
"AUT","2040","%",0.0225997993701208,0,0.0701257832945264,0.0950639354874309
"BGR","2040","%",0.0228640008915386,0.0273601361675624,0.0715302569657285,0.0865722272833816
"BLX","2040","%",0.0203100293422915,0,0,0.0788923593363928
"BRA","2040","%",0.00332346974651331,0.0153762421848855,0.0119520824090753,0.0358711854918698
"CAN","2040","%",0.0347973931032186,0.100025867889773,0.152254868111345,0.0441213433661783
"CHE","2040","%",0.0301162569870166,0.0601424147434927,0.114902991673796,0.136408512874107
"CHL","2040","%",0.00210473453880829,0.00224388445756803,0.00889776921668146,0.00297276040034382
"CHN","2040","%",0.0333395680674443,0.0139350711061626,0.113803243968478,0.143484506478123
"COR","2040","%",0.0355870960281973,0.0362302292636935,0.107613594287158,0.147604161885053
"EAF","2040","%",0.00913449477887306,0.0079507979434052,0.0814623627611584,0.0927172157294672
"EGY","2040","%",0.0722469195266772,0.0684144372502316,0.205526474438465,0.16448793741424
"ESP","2040","%",0.0426675114935264,0.0464250145774743,0.142544709259088,0.140713570693446
"FIN","2040","%",0,0,0,0.0283486609320305
"FRA","2040","%",0.0275159060714169,0.0365795720386625,0.0861574019572437,0.100268470036697
"GBR","2040","%",0,0,0,0.0790218333475849
"GOLF","2040","%",0.054226860864443,0.0641508339457593,0.201527057613031,0.177216232155289
"GRC","2040","%",0.0445594570676995,0.0669011973077551,0.157587795909545,0.136954643778429
"HUN","2040","%",0.0198255941909163,0.0219734379028598,0.0628422371169537,0.0700053062733502
"IDN","2040","%",0.00371998766013411,0.00459327240288168,0,0
"ITA","2040","%",0.0598389068014619,0.0614028412085398,0.209008132603653,0.201008922956247
"JPN","2040","%",0.0289810364467854,0.0313547717891612,0.108887975796075,0.129667663044782
"KAZ","2040","%",0.0105591452707365,0.01038251915801,0.0551787207493693,0.0573006941721837
"MEME","2040","%",0.0547272280807022,0,0.182248122751435,0.128246193881793
"MEX","2040","%",0.0105923767500589,0.0296391145139517,0.0622046343589738,0.177195542727187
"MON","2040","%",0.0434808958644542,0.0276686545602327,0.13429348966924,0.202228439709625
"MYS","2040","%",0.0152150604295476,0.00947849622311894,8.70492988793375e-05,9.14685577878184e-05
"NDE","2040","%",0.0287312455993653,0.0214302945767707,0.124440205775406,0.299342751724575
"NOA","2040","%",0.0328105636552355,0.0309324557328039,0.203894957436876,0.102042890776513
"NOR","2040","%",0,0,0,0.0426244226789003
"NZL","2040","%",0,0,3.01263615354214e-05,5.96260985753169e-06
"PAC","2040","%",0.000848554162748264,0.0012417690698718,1.32150448048876e-06,6.76825546907379e-07
"PHL","2040","%",0.00523756879390749,0.00313583755284971,0,0
"POL","2040","%",0.017790067018407,0,0,0.0679325950775007
"RCAM","2040","%",0.00403187588999894,0.00715469956794247,0.0114600818969698,0.0440050365690714
"RCEU","2040","%",0.0205079245610989,0.0304873049779328,0.0683346254446986,0.0896339094807529
"RCZ","2040","%",0.0189430823359063,0.0203986133728034,0.0611174572178153,0.078029884344359
"RFA","2040","%",0.0212709095691784,0,0.0878033832904426,0.0817085555213789
"RIS","2040","%",0.0274306874037579,0.0269667998198019,0.115730224032428,0.142623819300608
"ROM","2040","%",0.0184947614442532,0.0218946459748257,0.0583614269189177,0.0697939807422105
"RSA","2040","%",0.00728829671545612,0.00133481657442977,0.0240940219376637,0.0588453486428154
"RSAM","2040","%",0.0142506068772068,0.00272814340087243,0.0133205151061031,0.0464666120741734
"RSAS","2040","%",0.0355206929092054,0.0335983157053916,0.126409153009788,0.206806977195888
"RSEA","2040","%",0.00389617313994997,0.0106048344342856,0.0329427953548945,0.124992176598986
"RUE","2040","%",0.00511915921471512,0.0103018682448593,0.0213277650660101,0.0206750243049235
"RUS","2040","%",0.0154909395459495,0.029926980385931,0.0820154518392145,0.0355007898670181
"SAF","2040","%",0.0347506304861262,0.0149851338247631,0.120677242007743,0.169588047054928
"SWE","2040","%",0,0,0,0.0619642856131008
"THA","2040","%",0.00184552921890683,0.00432787859822854,0.0140343913940237,0.118098610767023
"TUR","2040","%",0.0511126056555866,0.05553720916323,0.179645163997352,0.18187187860442
"TWN","2040","%",0.0703409218078702,0.0823291250127962,0.222058731267491,0.307595365205909
"UKR","2040","%",0.0159273549726506,0.033035975998587,0.049378721420429,0.0567082938445456
"USA","2040","%",0.0298743031868005,0.0455658002243063,0.101241229267036,0.110612822137681
"VNM","2040","%",0.0165517554822329,0.00992920775262165,0.0852030709997947,0.164236882092462
"WAF","2040","%",0.00232591024431897,0.00970944482797738,0,0.0349260156861266
