"scenario","region","crop","year","rev_loss_aot40","rev_loss_mi","unit"
"Reference_gcam5p3_release","Africa_Eastern","Corn",2020,0.044756629163929,0.101865255784553,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FiberCrop",2020,0.0187364366934133,0.0120235790685869,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderGrass",2020,0.00152047739677433,0.00346057828371656,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","FodderHerb",2020,0.0021410260322726,0.00165094098463183,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","MiscCrop",2020,1.64622133883528,1.26939805359293,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OilCrop",2020,0.220008240105846,0.531890504452639,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","OtherGrain",2020,0.185628819532537,0.181311434624852,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","PalmFruit",2020,0.00415774530120949,0.0100517382648121,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Rice",2020,0.00846606304321504,0.00408189771836857,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","RootTuber",2020,0.20379324218517,0.199053386217147,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","SugarCrop",2020,0.0638837640579713,0.0623979452099899,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Eastern","Wheat",2020,0.189356711190272,0.123442740774303,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Corn",2020,0.18549120725124,0.318331896857875,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FiberCrop",2020,0.00735289136601704,0.0040380753776989,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderGrass",2020,0.0584877598801364,0.100374135364776,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","FodderHerb",2020,0.90914804211216,0.501345324537339,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","MiscCrop",2020,2.59513206098354,1.43107312018006,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OilCrop",2020,0.497070887731617,0.666378351642121,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","OtherGrain",2020,0.145988871920027,0.0932304920042541,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Rice",2020,0.154376165785757,0.0903828312226459,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","RootTuber",2020,0.35125134098781,0.224313914524845,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","SugarCrop",2020,0.191622783457072,0.12237293258019,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Northern","Wheat",2020,0.913180344819982,0.499512581477468,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Corn",2020,0.0921864505435252,0.183043735704648,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","FiberCrop",2020,0.0073934185820699,0.00378011786015202,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","MiscCrop",2020,0.329439204890406,0.328453127467192,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OilCrop",2020,0.222048615354515,0.425473338897003,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","OtherGrain",2020,0.0137855926910489,0.0252374995180954,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","PalmFruit",2020,0.0182474339370893,0.0349644001657946,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Rice",2020,0.0201050426292331,0.00823716887396502,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","RootTuber",2020,0.279165791423429,0.511073167792936,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","SugarCrop",2020,0.0285402656826709,0.0522491094547141,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Southern","Wheat",2020,0.0215706354436001,0.0121406743036791,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Corn",2020,0.0221678298462626,0.117887449281154,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","FiberCrop",2020,0.0103915872002583,0.00874152272107364,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","MiscCrop",2020,0.401037818568172,0.369070157257753,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OilCrop",2020,0.022793906919581,0.0551064025786927,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","OtherGrain",2020,0.0376317798559711,0.0965197123638906,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","PalmFruit",2020,0.00895681004660705,0.0216539262878713,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Rice",2020,0.0495156039441251,0.041400611387969,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","RootTuber",2020,0.214934988374227,0.551275101369536,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","SugarCrop",2020,0.00616257158856236,0.0158060458321783,"bil_2010usd"
"Reference_gcam5p3_release","Africa_Western","Wheat",2020,0.00196608815927033,0.00177599955329412,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","Corn",2020,0.00493279225228179,0.0511555561301257,"bil_2010usd"
"Reference_gcam5p3_release","Argentina","FiberCrop",2020,0.00408278379464233,0.00411507872729283,"bil_2010usd"
