"region","year","unit","AOT_MAIZE","AOT_RICE","AOT_SOY","AOT_WHEAT"
"ARG","2030","%",0.000684550985698927,0.00133515518924529,0.00199427510759266,0.0155350283121152
"AUS","2030","%",0.0004861023397778,0.000151057849169881,0.00138820917123209,0.000638277706567189
"AUT","2030","%",0.022996288294202,0,0.0712015925557336,0.0961635407155447
"BGR","2030","%",0.0233841133024647,0.0280304944535092,0.0729969320457675,0.0889295066695831
"BLX","2030","%",0.0191256833766797,0,0,0.0729170416729498
"BRA","2030","%",0.00379040663976952,0.0175806684677812,0.0137383514556918,0.0409399118893014
"CAN","2030","%",0.0348025518948642,0.0996607671002273,0.151260927338986,0.0460020352216338
"CHE","2030","%",0.0308966085151744,0.0619823445856126,0.118308259277531,0.140549807712244
"CHL","2030","%",0.00220156166689384,0.00232580932134004,0.00929525997293039,0.00328752821680933
"CHN","2030","%",0.036938943070047,0.0151416789615039,0.12587795168902,0.156631292966045
"COR","2030","%",0.0349516051241826,0.0360135836131798,0.105218255246426,0.143544740588342
"EAF","2030","%",0.00831730385958777,0.0069931342971962,0.0742493026020117,0.084151625130303
"EGY","2030","%",0.0707633654231583,0.0698559030521859,0.209442849634334,0.161677340840107
"ESP","2030","%",0.0439444934184851,0.0475684581115958,0.146043085487708,0.145702005371962
"FIN","2030","%",0,0,0,0.0294504108641386
"FRA","2030","%",0.0284190201161704,0.0379960535761902,0.0890319566684343,0.100900592690834
"GBR","2030","%",0,0,0,0.0748247933971766
"GOLF","2030","%",0.0569659811182987,0.0667711152245665,0.212075439423862,0.188639325995179
"GRC","2030","%",0.0462213760311104,0.0693996445373898,0.163804596197458,0.141197296846583
"HUN","2030","%",0.0200139796114341,0.0220455068906924,0.0633884676467655,0.0701164169203855
"IDN","2030","%",0.00372779452725485,0.00458048935760254,0,0
"ITA","2030","%",0.0615772169541267,0.0629621173501755,0.216645391857405,0.202474935024525
"JPN","2030","%",0.0301266264973333,0.0320400380164445,0.111035322743408,0.13272286387216
"KAZ","2030","%",0.0105210831455089,0.0103615133049347,0.0558046204998106,0.058130744857541
"MEME","2030","%",0.0570454619813731,0,0.189592986378369,0.132598129682038
"MEX","2030","%",0.011432797003722,0.03137541974835,0.0665525287760904,0.186950135805087
"MON","2030","%",0.0464338834635544,0.0295731227821745,0.143701064247359,0.216688469979473
"MYS","2030","%",0.0148801374522564,0.00924055395999742,7.16370071078776e-05,7.52738253926201e-05
"NDE","2030","%",0.0260288393786533,0.019638496020993,0.113346928133339,0.275871967378488
"NOA","2030","%",0.0322743543230735,0.0304820962029892,0.201032367386589,0.101581333830198
"NOR","2030","%",0,0,0,0.0435722248340855
"NZL","2030","%",1.24466926330181e-05,0,5.1196693604744e-05,2.0722866795753e-05
"PAC","2030","%",0.000850606574361184,0.00124802328073395,1.44145942968306e-06,7.38262019724068e-07
"PHL","2030","%",0.00554494698247037,0.00328305605615835,0,0
"POL","2030","%",0.0175807881421376,0,0,0.0687734103726507
"RCAM","2030","%",0.0044149134623801,0.00774136087638374,0.0123160414601585,0.049377729717758
"RCEU","2030","%",0.0209889038082821,0.0311840244994074,0.0699591163497494,0.0916677977562873
"RCZ","2030","%",0.0188959521275434,0.0202319970366163,0.0612620942112173,0.0771570815783267
"RFA","2030","%",0.0212613031766778,0,0.0889935334058242,0.079391845411485
"RIS","2030","%",0.0283074221778081,0.0276988386168806,0.119208516238943,0.149090255231688
"ROM","2030","%",0.0187103344505307,0.0221029395437483,0.0591723627397619,0.0707845039278394
"RSA","2030","%",0.0079247398597437,0.00131727258859737,0.0263177686737757,0.0590978541283322
"RSAM","2030","%",0.0151862132317474,0.00298530784522687,0.0141015882054311,0.0498127273552582
"RSAS","2030","%",0.0328930241984422,0.0311195653105431,0.116984561817982,0.191370239803732
"RSEA","2030","%",0.00390340630195745,0.0104264315744351,0.0334598183954461,0.124708630646594
"RUE","2030","%",0.00521821689757134,0.0110110751267984,0.0231656113250991,0.0207256241678841
"RUS","2030","%",0.0161115257167582,0.0313196973112177,0.0857258785240428,0.0366925475682305
"SAF","2030","%",0.0323388923604054,0.0140391293968634,0.112170606598145,0.158206961042586
"SWE","2030","%",0,0,0,0.0623871501539514
"THA","2030","%",0.00199241551697398,0.00462988216844029,0.0151437195134746,0.120670001417196
"TUR","2030","%",0.0535962915944894,0.0581652444858722,0.188369296109195,0.191678062603157
"TWN","2030","%",0.0748366499452013,0.087457113872008,0.23678521384562,0.327378063590055
"UKR","2030","%",0.0161058847612542,0.0337671128142607,0.0498648450042527,0.0578521192964818
"USA","2030","%",0.0316849025204148,0.0478249240083048,0.106643075954079,0.11511167080473
"VNM","2030","%",0.0182927345826375,0.0111575146111293,0.0969560300838977,0.181158836527041
"WAF","2030","%",0.00186505842516313,0.00801243037693875,0,0.0340119087660289
